Motif,Pays Origine,Pays Destination,Distance,Facteur d'extrapolation
Retour,Luxembourg,Luxembourg,28.6,9.507383565
Retour,Luxembourg,Luxembourg,2.1,43.62092788
Retour,Luxembourg,Luxembourg,3.5,66.65484789
Retour,Luxembourg,Luxembourg,4.7,5.765098778
Retour,Luxembourg,Luxembourg,1.3,14.85251551
Retour,Luxembourg,Luxembourg,0.5,15.44726822
Retour,Luxembourg,Luxembourg,6.8,20.00900843
Retour,Luxembourg,Luxembourg,0.6,28.15965325
Retour,Belgique,Luxembourg,12.8,9.433689565
Retour,Luxembourg,Luxembourg,0.8,23.75215468
Retour,Luxembourg,Luxembourg,3.7,28.15965325
Retour,Luxembourg,Luxembourg,3.6,21.28449338
Retour,Luxembourg,Luxembourg,20.1,16.63458931
Retour,Luxembourg,Luxembourg,1.6,21.3594686
Retour,Luxembourg,Luxembourg,0.6,23.75215468
Retour,Luxembourg,Luxembourg,0.2,13.28921225
Retour,Luxembourg,Luxembourg,2.8,46.66703013
Retour,Luxembourg,Luxembourg,0.7,22.98288547
Retour,Luxembourg,Luxembourg,25.1,24.37855748
Retour,Luxembourg,Luxembourg,26.7,14.396597
Retour,Luxembourg,Luxembourg,16,12.79911706
Retour,Luxembourg,Luxembourg,24.1,30.19478036
Retour,Luxembourg,Luxembourg,5.5,22.98288547
Retour,Luxembourg,Luxembourg,5.9,21.28449338
Retour,Belgique,Luxembourg,20.8,12.09730926
Retour,Belgique,Luxembourg,178.8,21.82200899
Retour,Luxembourg,Luxembourg,2,9.870944541
Retour,Luxembourg,Luxembourg,0.9,24.26650881
Services-affaires,Belgique,Luxembourg,11.1,15.46773639
Services-affaires,Belgique,Luxembourg,148.3,12.09730926
Services-affaires,Belgique,Luxembourg,42.8,4.523963692
Services-affaires,Luxembourg,Luxembourg,9.8,14.54777422
Services-affaires,Luxembourg,Luxembourg,2.2,49.74816895
Services-affaires,Luxembourg,Luxembourg,1.4,14.54777422
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,0.9,8.466519878
Services-affaires,Luxembourg,Luxembourg,0.7,9.433689565
Services-affaires,Luxembourg,Luxembourg,19.4,16.82316442
Services-affaires,Luxembourg,Luxembourg,39.2,4.523963692
Services-affaires,Belgique,Luxembourg,89.9,13.77161994
Services-affaires,Belgique,Luxembourg,39.8,30.84347068
Services-affaires,Luxembourg,Luxembourg,0.2,9.433689565
Services-affaires,Belgique,Luxembourg,31.3,66.31789759
Services-affaires,Luxembourg,Luxembourg,24.3,19.14038849
Services-affaires,Luxembourg,Luxembourg,1.8,16.82316442
Services-affaires,Belgique,Luxembourg,53,12.09730926
Services-affaires,Belgique,Luxembourg,65.7,15.74171664
Services-affaires,Belgique,Luxembourg,20.4,17.00629575
Services-affaires,Belgique,Luxembourg,142.6,22.25041606
Services-affaires,Belgique,Luxembourg,23.3,25.32297543
Services-affaires,Belgique,Luxembourg,26.5,40.74911866
Services-affaires,Luxembourg,Luxembourg,20,9.433689565
Services-affaires,Luxembourg,Luxembourg,5.7,15.36826088
Services-affaires,Luxembourg,Luxembourg,27.8,20.00900843
Services-affaires,Luxembourg,Luxembourg,1.1,21.28449338
Services-affaires,Luxembourg,Luxembourg,6,24.26650881
Services-affaires,Belgique,Luxembourg,45.1,31.38011593
Services-affaires,Belgique,Luxembourg,82.8,5.642901458
Services-affaires,Luxembourg,Luxembourg,0.7,13.03637536
Services-affaires,Belgique,Luxembourg,76.8,21.82200899
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,0.2,28.15965325
Services-affaires,Luxembourg,Luxembourg,0.2,3.806621323
Services-affaires,Belgique,Luxembourg,84.5,7.931221079
Services-affaires,Belgique,Luxembourg,40.9,46.66703013
Services-affaires,Luxembourg,Luxembourg,0.2,8.453603716
Services-affaires,Luxembourg,Luxembourg,0.1,15.36826088
Services-affaires,Luxembourg,Luxembourg,1.4,18.22002691
Services-affaires,Luxembourg,Luxembourg,29.8,19.14038849
Services-affaires,Luxembourg,Luxembourg,2.2,49.74816895
Services-affaires,Belgique,Luxembourg,30.4,54.40126416
Services-affaires,Luxembourg,Luxembourg,1.7,15.36826088
Services-affaires,Belgique,Luxembourg,7.9,8.466519878
Services-affaires,Belgique,Luxembourg,21.9,10.13187456
Services-affaires,Belgique,Luxembourg,39.9,13.51929295
Services-affaires,Belgique,Luxembourg,15.4,22.83721432
Services-affaires,Belgique,Luxembourg,52,31.38011593
Services-affaires,Luxembourg,Luxembourg,0.2,15.36826088
Services-affaires,Luxembourg,Luxembourg,1.4,23.75215468
Services-affaires,Luxembourg,Luxembourg,17.9,14.4973187
Services-affaires,Luxembourg,Luxembourg,39.6,41.96167451
Services-affaires,Belgique,Luxembourg,28.1,22.25041606
Services-affaires,Belgique,Luxembourg,39.9,22.83721432
Services-affaires,Belgique,Luxembourg,33,22.98288547
Services-affaires,Belgique,Luxembourg,31.5,23.75215468
Services-affaires,Belgique,Luxembourg,51.7,23.75215468
Services-affaires,Belgique,Luxembourg,16.1,25.32297543
Services-affaires,Belgique,Luxembourg,10.5,30.35000998
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,19.7,9.433689565
Services-affaires,Luxembourg,Luxembourg,20.5,23.76818033
Services-affaires,Luxembourg,Luxembourg,44.8,24.37855748
Services-affaires,Luxembourg,Luxembourg,17.6,28.90229264
Services-affaires,Luxembourg,Luxembourg,2.2,41.96167451
Services-affaires,Luxembourg,Luxembourg,0.7,13.03637536
Services-affaires,Luxembourg,Luxembourg,1.4,8.453603716
Services-affaires,Luxembourg,Luxembourg,15.8,8.672932887
Services-affaires,Luxembourg,Luxembourg,5,15.36826088
Services-affaires,Belgique,Luxembourg,31.6,24.43388227
Services-affaires,Luxembourg,Luxembourg,39.8,5.642901458
Services-affaires,Luxembourg,Luxembourg,2,9.551250862
Services-affaires,Luxembourg,Luxembourg,8.6,13.82931275
Services-affaires,Luxembourg,Luxembourg,36.1,17.00629575
Services-affaires,Luxembourg,Luxembourg,0.2,46.66703013
Services-affaires,Luxembourg,Luxembourg,0.2,28.15965325
Services-affaires,Belgique,Luxembourg,102,4.520880312
Services-affaires,Belgique,Luxembourg,41.4,24.37855748
Services-affaires,Luxembourg,Luxembourg,9.8,6.065661475
Services-affaires,Luxembourg,Luxembourg,17.5,21.82200899
Services-affaires,Luxembourg,Luxembourg,0.6,23.75215468
Services-affaires,Luxembourg,Luxembourg,2.2,37.6021879
Services-affaires,Luxembourg,Luxembourg,0.9,47.89775462
Services-affaires,Luxembourg,Luxembourg,3,29.39609669
Services-affaires,Luxembourg,Luxembourg,8.8,30.19478036
Services-affaires,Luxembourg,Luxembourg,11.7,23.76818033
Services-affaires,Luxembourg,Luxembourg,39.8,25.32297543
Services-affaires,Belgique,Luxembourg,39,13.77161994
Services-affaires,Luxembourg,Luxembourg,10.2,7.191218067
Services-affaires,Luxembourg,Luxembourg,0.2,9.433689565
Services-affaires,Luxembourg,Luxembourg,22.9,13.2778513
Services-affaires,Luxembourg,Luxembourg,3.1,15.36826088
Services-affaires,Luxembourg,Luxembourg,21,19.14038849
Services-affaires,Luxembourg,Luxembourg,0.6,19.27441079
Services-affaires,Luxembourg,Luxembourg,1.3,23.75215468
Services-affaires,Luxembourg,Luxembourg,10.9,46.66703013
Services-affaires,Luxembourg,Luxembourg,2.8,8.672932887
Services-affaires,Luxembourg,Luxembourg,0.2,28.15965325
Services-affaires,Luxembourg,Luxembourg,66.7,32.6209521
Services-affaires,Luxembourg,Luxembourg,12.2,2.148519147
Services-affaires,Luxembourg,Luxembourg,9.3,3.898514083
Services-affaires,Luxembourg,Luxembourg,40.2,6.065661475
Services-affaires,Luxembourg,Luxembourg,44.4,8.466519878
Services-affaires,Luxembourg,Luxembourg,6.9,8.466519878
Services-affaires,Luxembourg,Luxembourg,0.2,11.89838741
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,21.6,14.47060907
Services-affaires,Luxembourg,Luxembourg,13.7,15.46773639
Services-affaires,Luxembourg,Luxembourg,20.5,18.22002691
Services-affaires,Luxembourg,Luxembourg,40.5,18.53483531
Services-affaires,Luxembourg,Luxembourg,61.6,19.14038849
Services-affaires,Luxembourg,Luxembourg,0.8,22.25041606
Services-affaires,Luxembourg,Luxembourg,0.8,22.98288547
Services-affaires,Luxembourg,Luxembourg,1.7,24.43388227
Services-affaires,Luxembourg,Luxembourg,1.9,28.90229264
Services-affaires,Luxembourg,Luxembourg,55.4,29.39609669
Services-affaires,Luxembourg,Luxembourg,0.2,31.38011593
Services-affaires,Luxembourg,Luxembourg,3,31.38011593
Services-affaires,Luxembourg,Luxembourg,5.1,37.6021879
Services-affaires,Luxembourg,Luxembourg,6.6,41.96600175
Services-affaires,Luxembourg,Luxembourg,1,46.66703013
Services-affaires,Luxembourg,Luxembourg,1,10.49800923
Services-affaires,Luxembourg,Luxembourg,27.2,17.00629575
Services-affaires,Luxembourg,Luxembourg,13.3,13
Services-affaires,Luxembourg,Luxembourg,28.7,9.518962329
Services-affaires,Luxembourg,Luxembourg,20.8,15.46773639
Services-affaires,Luxembourg,Luxembourg,14.8,18.22002691
Services-affaires,Luxembourg,Luxembourg,18.1,28.90645463
Services-affaires,Luxembourg,Luxembourg,55.4,29.39609669
Services-affaires,Luxembourg,Luxembourg,0.7,9.433689565
Services-affaires,Luxembourg,Luxembourg,1.5,12.09730926
Services-affaires,Luxembourg,Luxembourg,1,3.574620522
Services-affaires,Luxembourg,Luxembourg,1,3.815880985
Services-affaires,Luxembourg,Luxembourg,1.6,4.672200477
Services-affaires,Luxembourg,Luxembourg,1.1,9.219166131
Services-affaires,Luxembourg,Luxembourg,17,9.433689565
Services-affaires,Luxembourg,Luxembourg,2.9,14.48978313
Services-affaires,Luxembourg,Luxembourg,1.3,15.36826088
Services-affaires,Luxembourg,Luxembourg,25.1,15.46773639
Services-affaires,Luxembourg,Luxembourg,17.2,21.82200899
Services-affaires,Luxembourg,Luxembourg,7.2,23.76818033
Services-affaires,Luxembourg,Luxembourg,0.7,29.39609669
Services-affaires,Luxembourg,Luxembourg,18.3,46.66703013
Services-affaires,Luxembourg,Luxembourg,38.1,5.642901458
Services-affaires,Luxembourg,Luxembourg,1.5,10.84049436
Services-affaires,Luxembourg,Luxembourg,1.8,23.75215468
Services-affaires,Luxembourg,Luxembourg,5.1,37.6021879
Services-affaires,Luxembourg,Luxembourg,25.1,15.74171664
Services-affaires,Luxembourg,Luxembourg,2,9.551250862
Services-affaires,Luxembourg,Luxembourg,25.1,13.2778513
Services-affaires,Luxembourg,Luxembourg,1.4,13.51929295
Services-affaires,Luxembourg,Luxembourg,2.1,16.82316442
Services-affaires,Luxembourg,Luxembourg,11.1,18.46836681
Services-affaires,Luxembourg,Luxembourg,15.1,23.75215468
Services-affaires,Luxembourg,Luxembourg,1.9,28.90229264
Services-affaires,Luxembourg,Luxembourg,55.5,29.39609669
Services-affaires,Belgique,Luxembourg,16.7,41.96167451
Services-affaires,Belgique,Luxembourg,148.3,12.09730926
Services-affaires,Luxembourg,Luxembourg,20.2,14.48978313
Services-affaires,Luxembourg,Luxembourg,3.5,21.28449338
Services-affaires,Luxembourg,Luxembourg,69.4,11.89838741
Services-affaires,Luxembourg,Luxembourg,13.6,3.815880985
Services-affaires,Luxembourg,Luxembourg,5,5.28612696
Services-affaires,Luxembourg,Luxembourg,26,5.642901458
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,14.7,8.453603716
Services-affaires,Luxembourg,Luxembourg,0.9,8.466519878
Services-affaires,Luxembourg,Luxembourg,0.2,9.433689565
Services-affaires,Luxembourg,Luxembourg,16.4,9.938843091
Services-affaires,Luxembourg,Luxembourg,0.9,10.03758468
Services-affaires,Luxembourg,Luxembourg,11.1,10.05816359
Services-affaires,Luxembourg,Luxembourg,21.9,10.13187456
Services-affaires,Luxembourg,Luxembourg,1.3,14.94697223
Services-affaires,Luxembourg,Luxembourg,40.8,18.53483531
Services-affaires,Luxembourg,Luxembourg,37.1,20.60953471
Services-affaires,Luxembourg,Luxembourg,35.2,22.25041606
Services-affaires,Luxembourg,Luxembourg,0.7,23.75215468
Services-affaires,Luxembourg,Luxembourg,4.5,24.38206805
Services-affaires,Luxembourg,Luxembourg,62.7,25.32297543
Services-affaires,Luxembourg,Luxembourg,40.4,41.96167451
Services-affaires,Luxembourg,Luxembourg,0.9,47.89775462
Services-affaires,Belgique,Luxembourg,15.8,24.37855748
Services-affaires,Luxembourg,Luxembourg,0.5,15.36826088
Services-affaires,Luxembourg,Luxembourg,0,15.36826088
Services-affaires,Belgique,Luxembourg,30.1,46.66703013
Services-affaires,Luxembourg,Luxembourg,30.4,6.690009833
Services-affaires,Luxembourg,Luxembourg,8,8.672932887
Services-affaires,Luxembourg,Luxembourg,16.7,9.518962329
Services-affaires,Luxembourg,Luxembourg,1.8,13.28921225
Services-affaires,Luxembourg,Luxembourg,8.5,17.00629575
Services-affaires,Luxembourg,Luxembourg,7.8,20.8840927
Services-affaires,Luxembourg,Luxembourg,7.5,21.28449338
Services-affaires,Luxembourg,Luxembourg,5.5,24.43388227
Services-affaires,Luxembourg,Luxembourg,0.6,28.15965325
Services-affaires,Luxembourg,Luxembourg,2.2,37.6021879
Services-affaires,Luxembourg,Luxembourg,8.9,46.66703013
Services-affaires,Luxembourg,Luxembourg,11.8,8.466519878
Services-affaires,Luxembourg,Luxembourg,8.8,23.76818033
Services-affaires,Luxembourg,Luxembourg,13,46.66703013
Services-affaires,Luxembourg,Luxembourg,1.4,12.93240092
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,26.5,18.3379613
Services-affaires,Luxembourg,Luxembourg,45.4,20.16201889
Services-affaires,Luxembourg,Luxembourg,1.6,23.77437568
Services-affaires,Luxembourg,Luxembourg,0.6,28.15965325
Services-affaires,Luxembourg,Luxembourg,18.6,28.90645463
Services-affaires,Luxembourg,Luxembourg,2.2,41.96167451
Services-affaires,Luxembourg,Luxembourg,0.8,46.66703013
Services-affaires,Luxembourg,Luxembourg,7.9,13.2778513
Services-affaires,Luxembourg,Luxembourg,15.9,15.74171664
Services-affaires,Luxembourg,Luxembourg,20,9.433689565
Services-affaires,Luxembourg,Luxembourg,0.8,22.98288547
Services-affaires,Luxembourg,Luxembourg,14.9,23.75215468
Services-affaires,Luxembourg,Luxembourg,1.2,5.753596508
Services-affaires,Luxembourg,Luxembourg,10.4,8.672932887
Services-affaires,Luxembourg,Luxembourg,11,10.05816359
Services-affaires,Luxembourg,Luxembourg,1.4,13.51929295
Services-affaires,Luxembourg,Luxembourg,24.2,14.34211079
Services-affaires,Luxembourg,Luxembourg,10.2,23.75215468
Services-affaires,Luxembourg,Luxembourg,3,31.38011593
Services-affaires,Luxembourg,Luxembourg,10.4,37.92954835
Services-affaires,Luxembourg,Luxembourg,17.4,49.74816895
Services-affaires,Luxembourg,Luxembourg,13.8,13
Services-affaires,Luxembourg,Luxembourg,30.8,5.056648558
Services-affaires,Luxembourg,Luxembourg,19.6,5.642901458
Services-affaires,Luxembourg,Luxembourg,33.9,6.141921744
Services-affaires,Luxembourg,Luxembourg,17,9.433689565
Services-affaires,Luxembourg,Luxembourg,42.3,11.30653417
Services-affaires,Luxembourg,Luxembourg,4.3,14.74426548
Services-affaires,Luxembourg,Luxembourg,1.4,18.22002691
Services-affaires,Luxembourg,Luxembourg,1.7,22.98288547
Services-affaires,Luxembourg,Luxembourg,5.4,22.98288547
Services-affaires,Luxembourg,Luxembourg,2.2,25.32297543
Services-affaires,Luxembourg,Luxembourg,3,29.39609669
Services-affaires,Luxembourg,Luxembourg,3.3,30.19478036
Services-affaires,Luxembourg,Luxembourg,3,31.38011593
Services-affaires,Luxembourg,Luxembourg,2.2,41.96600175
Services-affaires,Luxembourg,Luxembourg,9.8,18.46836681
Services-affaires,Luxembourg,Luxembourg,32.4,8.672932887
Services-affaires,Luxembourg,Luxembourg,0.8,28.15965325
Services-affaires,Luxembourg,Luxembourg,0.6,28.15965325
Services-affaires,Luxembourg,Luxembourg,0.8,46.66703013
Services-affaires,Luxembourg,Luxembourg,7,6.690009833
Services-affaires,Luxembourg,Luxembourg,34.1,9.518962329
Services-affaires,Luxembourg,Luxembourg,11.5,14.396597
Services-affaires,Luxembourg,Luxembourg,0.8,22.98288547
Services-affaires,Luxembourg,Luxembourg,7.1,23.76818033
Services-affaires,Luxembourg,Luxembourg,4.4,13.2778513
Services-affaires,Luxembourg,Luxembourg,19.7,7.213901063
Services-affaires,Luxembourg,Luxembourg,2,9.870944541
Services-affaires,Luxembourg,Luxembourg,1.1,13.86076073
Services-affaires,Luxembourg,Luxembourg,38.6,19.14038849
Services-affaires,Luxembourg,Luxembourg,8.2,23.75215468
Services-affaires,Luxembourg,Luxembourg,0.3,24.90647639
Services-affaires,Luxembourg,Luxembourg,2.2,37.6021879
Services-affaires,Luxembourg,Luxembourg,53.7,46.66703013
Services-affaires,Luxembourg,Luxembourg,0.2,11.71511742
Services-affaires,Luxembourg,Luxembourg,5,14.47060907
Services-affaires,Luxembourg,Luxembourg,45.4,20.16201889
Services-affaires,Luxembourg,Luxembourg,3.5,21.28449338
Services-affaires,Luxembourg,Luxembourg,2.4,22.98288547
Services-affaires,Luxembourg,Luxembourg,1.8,13.28921225
Services-affaires,Belgique,Luxembourg,68.8,12.09730926
Services-affaires,Luxembourg,Luxembourg,1,3.815880985
Services-affaires,Luxembourg,Luxembourg,56.3,8.466519878
Services-affaires,Na,Luxembourg,18.1,11.89838741
Services-affaires,Luxembourg,Luxembourg,1.2,13.86076073
Services-affaires,Luxembourg,Luxembourg,0.1,18.3379613
Services-affaires,Luxembourg,Luxembourg,24.8,24.37855748
Services-affaires,Luxembourg,Luxembourg,0.2,31.40947316
Services-affaires,Luxembourg,Luxembourg,0.8,28.15965325
Services-affaires,Luxembourg,Luxembourg,1.1,13.86076073
Services-affaires,Luxembourg,Luxembourg,0.8,18.3379613
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,1,10.49800923
Services-affaires,Luxembourg,Luxembourg,7.2,11.30653417
Services-affaires,Luxembourg,Luxembourg,17.6,11.89838741
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,12.9,15.74171664
Services-affaires,Luxembourg,Luxembourg,45.4,20.16201889
Services-affaires,Luxembourg,Luxembourg,43.1,5.056648558
Services-affaires,Luxembourg,Luxembourg,8.4,6.065661475
Services-affaires,Luxembourg,Luxembourg,11.4,18.22002691
Services-affaires,Luxembourg,Luxembourg,0.8,28.15965325
Services-affaires,Luxembourg,Luxembourg,0.2,31.38011593
Services-affaires,Luxembourg,Luxembourg,15.8,8.672932887
Services-affaires,Luxembourg,Luxembourg,3,31.40947316
Services-affaires,Luxembourg,Luxembourg,17.7,2.148519147
Services-affaires,Luxembourg,Luxembourg,0.9,8.466519878
Services-affaires,Luxembourg,Luxembourg,8.6,12.09730926
Services-affaires,Luxembourg,Luxembourg,16.7,12.79911706
Services-affaires,Luxembourg,Luxembourg,1.4,12.93240092
Services-affaires,Luxembourg,Luxembourg,9.1,13.82931275
Services-affaires,Luxembourg,Luxembourg,20.1,16.63458931
Services-affaires,Luxembourg,Luxembourg,0.6,19.27441079
Services-affaires,Luxembourg,Luxembourg,19.9,21.84896372
Services-affaires,Luxembourg,Luxembourg,0.2,37.6021879
Services-affaires,Luxembourg,Luxembourg,16.4,47.89775462
Services-affaires,Luxembourg,Luxembourg,0.3,49.74816895
Services-affaires,Luxembourg,Luxembourg,7.1,11.30653417
Services-affaires,Luxembourg,Luxembourg,107.1,10.13187456
Services-affaires,Belgique,Luxembourg,120.5,25.32297543
Services-affaires,Luxembourg,Luxembourg,32,4.376798902
Services-affaires,Luxembourg,Luxembourg,33.8,5.642901458
Services-affaires,Luxembourg,Luxembourg,30.6,6.942972042
Services-affaires,Luxembourg,Luxembourg,32.3,7.281629348
Services-affaires,Luxembourg,Luxembourg,45.9,13.77161994
Services-affaires,Luxembourg,Luxembourg,10.4,15.74171664
Services-affaires,Luxembourg,Luxembourg,0.4,18.22002691
Services-affaires,Luxembourg,Luxembourg,25.7,22.25041606
Services-affaires,Luxembourg,Luxembourg,0.8,22.98288547
Services-affaires,Luxembourg,Luxembourg,4.1,30.19478036
Services-affaires,Belgique,Luxembourg,75.1,17.00629575
Services-affaires,Luxembourg,Luxembourg,10.6,4.520880312
Services-affaires,Belgique,Luxembourg,55.3,4.672200477
Services-affaires,Luxembourg,Luxembourg,8.3,5.869210809
Services-affaires,Luxembourg,Luxembourg,8.8,6.690009833
Services-affaires,Luxembourg,Luxembourg,0.7,9.219166131
Services-affaires,Luxembourg,Luxembourg,2,9.551250862
Services-affaires,Luxembourg,Luxembourg,17.6,13.2778513
Services-affaires,Luxembourg,Luxembourg,1.1,13.82931275
Services-affaires,Luxembourg,Luxembourg,0.7,22.98288547
Services-affaires,Luxembourg,Luxembourg,5.9,22.98288547
Services-affaires,Luxembourg,Luxembourg,6.6,23.75215468
Services-affaires,Luxembourg,Luxembourg,18.1,28.90645463
Services-affaires,Luxembourg,Luxembourg,25.2,30.19478036
Services-affaires,Luxembourg,Luxembourg,0.8,46.66703013
Services-affaires,Luxembourg,Luxembourg,0.6,19.27441079
Services-affaires,Luxembourg,Luxembourg,21.5,50.12642875
Services-affaires,Luxembourg,Luxembourg,24.4,10.05816359
Services-affaires,Luxembourg,Luxembourg,1.8,13.28921225
Services-affaires,Luxembourg,Luxembourg,10.5,15.46773639
Services-affaires,Luxembourg,Luxembourg,7.1,20.16201889
Services-affaires,Luxembourg,Luxembourg,3.4,7.213901063
Services-affaires,Luxembourg,Luxembourg,3,46.66703013
Services-affaires,Luxembourg,Luxembourg,20.2,14.48978313
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,26.9,14.396597
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,13.8,15.74171664
Services-affaires,Luxembourg,Luxembourg,20.5,18.22002691
Services-affaires,Luxembourg,Luxembourg,35.5,22.25041606
Services-affaires,Luxembourg,Luxembourg,5.8,24.38206805
Services-affaires,Luxembourg,Luxembourg,2.2,25.32297543
Services-affaires,Luxembourg,Luxembourg,5.5,28.15965325
Services-affaires,Luxembourg,Luxembourg,55.5,29.39609669
Services-affaires,Luxembourg,Luxembourg,76.4,49.74816895
Services-affaires,Luxembourg,Luxembourg,0.6,3.806621323
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,0.6,28.15965325
Services-affaires,Luxembourg,Luxembourg,10.9,6.065661475
Services-affaires,Luxembourg,Luxembourg,5.4,21.28449338
Services-affaires,Luxembourg,Luxembourg,0.2,31.38011593
Services-affaires,Luxembourg,Luxembourg,38.1,5.642901458
Services-affaires,Luxembourg,Luxembourg,12.6,7.281629348
Services-affaires,Luxembourg,Luxembourg,2,9.870944541
Services-affaires,Luxembourg,Luxembourg,0.8,28.15965325
Services-affaires,Luxembourg,Luxembourg,3,37.20307465
Services-affaires,Luxembourg,Luxembourg,0.2,46.66703013
Services-affaires,Luxembourg,Luxembourg,23.8,11.30653417
Services-affaires,Luxembourg,Luxembourg,0.3,18.22002691
Services-affaires,Luxembourg,Luxembourg,8.4,5.869210809
Services-affaires,Luxembourg,Luxembourg,1.6,23.77437568
Services-affaires,Luxembourg,Luxembourg,24.8,10.05816359
Services-affaires,Belgique,Luxembourg,11.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,15.5,5.491240136
Services-affaires,Luxembourg,Luxembourg,1.4,12.93240092
Services-affaires,Luxembourg,Luxembourg,2.5,13.2778513
Services-affaires,Luxembourg,Luxembourg,20.2,13.2778513
Services-affaires,Luxembourg,Luxembourg,1.1,13.82931275
Services-affaires,Luxembourg,Luxembourg,13,18.22002691
Services-affaires,Luxembourg,Luxembourg,20.2,21.84896372
Services-affaires,Belgique,Luxembourg,60.2,22.25041606
Services-affaires,France,Luxembourg,67.4,15.46773639
Services-affaires,Luxembourg,Luxembourg,0.2,11.71511742
Services-affaires,Luxembourg,Luxembourg,1.4,14.43174529
Services-affaires,Luxembourg,Luxembourg,33.4,23.75215468
Services-affaires,Luxembourg,Luxembourg,0.8,28.15965325
Services-affaires,Luxembourg,Luxembourg,3,31.38011593
Services-affaires,Luxembourg,Luxembourg,15.8,8.672932887
Services-affaires,Luxembourg,Luxembourg,1.2,5.753596508
Services-affaires,Luxembourg,Luxembourg,5.9,11.89838741
Services-affaires,Luxembourg,Luxembourg,0.6,3.806621323
Services-affaires,Luxembourg,Luxembourg,0.8,46.66703013
Services-affaires,Luxembourg,Luxembourg,17.2,49.74816895
Services-affaires,Luxembourg,Luxembourg,2.5,13.2778513
Services-affaires,Luxembourg,Luxembourg,30.3,20.60953471
Services-affaires,Luxembourg,Luxembourg,0.6,23.75215468
Services-affaires,Luxembourg,Luxembourg,0.9,8.466519878
Services-affaires,Luxembourg,Luxembourg,1.4,12.93240092
Services-affaires,Luxembourg,Luxembourg,0.3,13.2778513
Services-affaires,Luxembourg,Luxembourg,6.6,25.32297543
Services-affaires,Luxembourg,Luxembourg,18.6,28.90645463
Services-affaires,Luxembourg,Luxembourg,3,31.38011593
Services-affaires,Luxembourg,Luxembourg,0.8,34.18051705
Services-affaires,Luxembourg,Luxembourg,20.2,11.30653417
Services-affaires,Luxembourg,Luxembourg,2.5,13.2778513
Services-affaires,Luxembourg,Luxembourg,19.6,8.453603716
Services-affaires,Luxembourg,Luxembourg,30.9,6.942972042
Services-affaires,Luxembourg,Luxembourg,3.2,6.690009833
Services-affaires,Luxembourg,Luxembourg,2,9.870944541
Services-affaires,Luxembourg,Luxembourg,1.4,12.93240092
Services-affaires,Luxembourg,Luxembourg,6.9,21.28449338
Services-affaires,Luxembourg,Luxembourg,2.2,49.74816895
Services-affaires,Luxembourg,Luxembourg,1.2,13.86076073
Services-affaires,Luxembourg,Luxembourg,8.5,17.00629575
Services-affaires,Luxembourg,Luxembourg,4.4,21.28449338
Services-affaires,Luxembourg,Luxembourg,14,3.898514083
Services-affaires,Luxembourg,Luxembourg,33.8,5.642901458
Services-affaires,Luxembourg,Luxembourg,1.7,6.757799544
Services-affaires,Luxembourg,Luxembourg,1.4,14.54777422
Services-affaires,Luxembourg,Luxembourg,20.1,22.25041606
Services-affaires,Luxembourg,Luxembourg,53.6,15.74171664
Services-affaires,Luxembourg,Luxembourg,2.2,49.74816895
Services-affaires,Luxembourg,Luxembourg,2.2,49.74816895
Services-affaires,Luxembourg,Luxembourg,9.5,15.74171664
Services-affaires,Luxembourg,Luxembourg,2.2,40.60264731
Services-affaires,Luxembourg,Luxembourg,6.3,12.09730926
Soin à autre personne,Luxembourg,Luxembourg,2.8,22.11568214
Soin à autre personne,Belgique,Luxembourg,28.6,24.69136512
Travail,Belgique,Luxembourg,47.9,12.15494519
Travail,Belgique,Luxembourg,26.6,8.453603716
Travail,Belgique,Luxembourg,35.7,7.931221079
Travail,Belgique,Luxembourg,102.4,28.90229264
Travail,Belgique,Luxembourg,60.1,11.18422436
Travail,Belgique,Luxembourg,34.6,16.82316442
Travail,Belgique,Luxembourg,24,66.31789759
Travail,Belgique,Luxembourg,27,18.31369502
Travail,Belgique,Luxembourg,38.2,30.19573873
Travail,Belgique,Luxembourg,37.2,8.018929162
Travail,Belgique,Luxembourg,31.4,39.3646613
